ICD9_CODE,SHORT_TITLE,Count
"""75312""","""Polycystic kidney NOS""",1
"""9597""","""Lower leg injury NOS""",1
"""9061""","""Late eff open wnd extrem""",1
"""3536""","""Phantom limb (syndrome)""",1
"""7093""","""Degenerative skin disord""",1
"""2370""","""Unc behav neo pituitary""",1
"""0491""","""Adenoviral meningitis""",1
"""3594""","""Toxic myopathy""",1
"""27951""","""Ac graft-versus-host dis""",1
"""05881""","""Human herpesvirus 6 infc""",1
"""07989""","""Oth specf viral infectn""",1
"""59659""","""Oth func dsdr bladder""",1
"""2825""","""Sickle-cell trait""",1
"""08882""","""Babesiosis""",1
"""36816""","""Psychophysic visual dist""",1
"""1588""","""Mal neo peritoneum NEC""",1
"""6144""","""Chronic parametritis""",1
"""5933""","""Stricture of ureter""",1
"""3220""","""Nonpyogenic meningitis""",1
"""94224""","""2nd deg burn back""",1
"""3363""","""Myelopathy in oth dis""",1
"""56032""","""Fecal impaction""",1
"""5963""","""Diverticulum of bladder""",1
"""4841""","""Pneum w cytomeg incl dis""",1
"""76525""","""29-30 comp wks gestation""",1
"""V063""","""Vaccin for dtp + polio""",1
"""77981""","""Neonatal bradycardia""",1
"""76514""","""Preterm NEC 1000-1249g""",1
"""V202""","""Routin child health exam""",1
"""V2651""","""Tubal ligation status""",1
"""45376""","""Ch embl internl jug vein""",1
"""33520""","""Amyotrophic sclerosis""",1
"""78603""","""Apnea""",1
"""32082""","""Mningts gram-neg bct NEC""",1
"""36846""","""Homonymous hemianopsia""",1
"""317""","""Mild intellect disabilty""",1
"""5282""","""Oral aphthae""",1
"""32720""","""Organic sleep apnea NOS""",1
"""72610""","""Rotator cuff synd NOS""",1
"""V016""","""Venereal dis contact""",1
"""71943""","""Joint pain-forearm""",1
"""30021""","""Agoraphobia w panic dis""",1
"""74190""","""Spina bifida""",1
"""E8850""","""Fall-nonmotor scooter""",1
"""81303""","""Monteggia's fx-closed""",1
"""E8810""","""Fall from ladder""",1
"""95200""","""C1-c4 spin cord inj NOS""",1
"""42651""","""Rt bbb/lft post fasc blk""",1
"""42610""","""Atriovent block NOS""",1
"""0091""","""Enteritis of infect orig""",1
"""86321""","""Duodenum injury-closed""",1
"""20283""","""Lymphomas NEC abdom""",1
"""86402""","""Liver laceration, minor""",1
"""7295""","""Pain in limb""",1
"""2638""","""Protein-cal malnutr NEC""",1
"""37923""","""Vitreous hemorrhage""",1
"""79094""","""Euthyroid sick syndrome""",1
"""E9330""","""Adv eff anallrg/antemet""",1
"""3321""","""Secondary parkinsonism""",1
"""9093""","""Late eff surg/med compl""",1
"""E9378""","""Adv eff sedat/hypnot NEC""",1
"""99670""","""Comp-unsp device/graft""",1
"""V066""","""Nd vac strp pnumn/inflnz""",1
"""2306""","""Ca in situ anus NOS""",1
"""56944""","""Dysplasia of anus""",1
"""42682""","""Long QT syndrome""",1
"""96972""","""Poisoning by amphetamine""",1
"""96500""","""Poisoning-opium NOS""",1
"""97081""","""Poisoning by cocaine""",1
"""3961""","""Mitral stenos/aort insuf""",1
"""9221""","""Contusion of chest wall""",1
"""3940""","""Mitral stenosis""",1
"""8600""","""Traum pneumothorax-close""",1
"""80507""","""Fx c7 vertebra-closed""",1
"""72401""","""Spinal stenosis-thoracic""",1
"""8220""","""Fracture patella-closed""",1
"""86509""","""Spleen injury NEC-closed""",1
"""99642""","""Dislocate prosthetic jt""",1
"""71589""","""Osteoarthrosis-mult site""",1
"""71580""","""Osteoarthrosis-mult site""",1
"""71104""","""Pyogen arthritis-hand""",1
"""6019""","""Prostatitis NOS""",1
"""01894""","""Miliary TB NOS-cult dx""",1
"""8744""","""Open wound of pharynx""",1
"""72939""","""Panniculitis, site NEC""",1
"""44029""","""Athrsc extrm ntv art oth""",1
"""V6442""","""Thoracoscop conv to open""",1
"""2830""","""Autoimmun hemolytic anem""",1
"""2281""","""Lymphangioma, any site""",1
"""4372""","""Hypertens encephalopathy""",1
"""55000""","""Unilat ing hernia w gang""",1
"""5970""","""Urethral abscess""",1
"""5991""","""Urethral fistula""",1
"""30122""","""Schizotypal person dis""",1
"""30150""","""Histrionic person NOS""",1
"""2572""","""Testicular hypofunc NEC""",1
"""7231""","""Cervicalgia""",1
"""5401""","""Abscess of appendix""",1
"""71697""","""Arthropathy NOS-ankle""",1
"""34591""","""Epilepsy NOS w intr epil""",1
"""9094""","""Late eff cert ext cause""",1
"""E9295""","""Late eff environment acc""",1
"""73024""","""Osteomyelitis NOS-hand""",1
"""2599""","""Endocrine disorder NOS""",1
"""2519""","""Pancreatic disorder NOS""",1
"""34600""","""Mgrn w aura wo ntrc mgrn""",1
"""2682""","""Osteomalacia NOS""",1
"""25073""","""DMI circ uncntrld""",1
"""25083""","""DMI oth uncntrld""",1
"""7051""","""Prickly heat""",1
"""85220""","""Traumatic subdural hem""",1
"""20512""","""Chr myel leuk in relapse""",1
"""30471""","""Opioid/other dep-contin""",1
"""3432""","""Congenital quadriplegia""",1
"""3202""","""Streptococcal meningitis""",1
"""3829""","""Otitis media NOS""",1
"""38300""","""Ac mastoiditis w/o compl""",1
"""E8702""","""Acc cut/hem-perfusn NEC""",1
"""E989""","""Late eff inj-undet circ""",1
"""9081""","""Late eff int inj abdomen""",1
"""3201""","""Pneumococcal meningitis""",1
"""36001""","""Acute endophthalmitis""",1
"""37274""","""Conjunctiva vasc anomaly""",1
"""3612""","""Serous retina detachment""",1
"""V1819""","""Fm hx endo/metab dis NEC""",1
"""3518""","""Facial nerve dis NEC""",1
"""53012""","""Acute esophagitis""",1
"""0579""","""Viral exanthemata NOS""",1
"""3698""","""Visual loss, one eye NOS""",1
"""82021""","""Intertrochanteric fx-cl""",1
"""V8538""","""BMI 38.0-38.9,adult""",1
"""E8705""","""Acc cut/hem w catheteriz""",1
"""84500""","""Sprain of ankle NOS""",1
"""51289""","""Other pneumothorax""",1
"""1961""","""Mal neo lymph-intrathor""",1
"""1809""","""Mal neo cervix uteri NOS""",1
"""80021""","""Cl skull vlt fx w/o coma""",1
"""E8888""","""Fall NEC""",1
"""78442""","""Dysphonia""",1
"""20511""","""Chr myl leuk w rmsion""",1
"""19881""","""Second malig neo breast""",1
"""99741""","""Ret cholelh fol cholecys""",1
"""71537""","""Loc osteoarth NOS-ankle""",1
"""36019""","""Endophthalmitis NEC""",1
"""4359""","""Trans cereb ischemia NOS""",1
"""43401""","""Crbl thrmbs w infrct""",1
"""4785""","""Vocal cord disease NEC""",1
"""46400""","""Ac laryngitis w/o obst""",1
"""20200""","""Ndlr lym unsp xtrndl org""",1
